v2022,v2024,v2025a,v2025b,v2026,v2032,v2033,v2034,v2035,v2036,v2037,v2038,v2040a,v2041,v2042,v2043,v2044,v2045,v2046,v2047,v2049a,v2050,v2071,v2072,v2072a,v2073,v2074,v2078,v2081,v2115,v2119,v2120,v2121b,v2122,v2124,v2129,v2132,v2133,v3011,v3012,v3015,v3018,v3020,v3023a,v3024,v3032,v3033,v3034,v3040,v3042,v3044,v3046,v3048,v3054,v3060,v3061,v3062,v3063,v3064,v3065,v3066,v3067,v3068,v3069,v3077,v3079,v3081,vs002,vs007,vs008,vs014,vs015,vs018,vs019,vs020,vs021,vs022,vs023,vs024,vs025,vs027,vs028,vs029,vs030,vs031,vs032,vs033,vs034,vs035,vs036,vs037,vs038,vs039,vs040,vs041,vs042,vs043,vs129,vs130,vs044,vs045,vs046,vs047,vs048,vs049,vs050,vs051,vs052,vs053,vs054,vs055,vs056,vs057,vs058,vs059,vs060,vs061,vs062,vs063,vs064,vs064a,vs065,vs066,vs067,vs068,vs106,vs107,vs108,vs109,vs110,vs111,vs112,vs113,vs114,vs115,vs116,vs117,vs118,vs119,vs120,vs121,vs122,vs123,vs124,vs125,vs126,vs131,vs134,vs136,vs137,vr3,vr4,vr5,vr8,vr9,vr10,vr11,vr16,vr19,vr14b,v13,TotalHH,GradesRecode,EducationRecodePrincipal,LeaveSchLunch,SchCultureRecode,SchSecurityTotalRECODE,AlcoholRecode,MarijuanaRecode,PerscriptionRecode,fearavoid2,class
1,1,2,2,13,2,40,1,6,2,2,42,1,2,44,1,6,1,2,40,1,2,4,1,1,0,2,4,2,1,2,2,2,4,1,2,4,4,2,4,5,2,10,1,2,3,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,4,0,2,17,1,6,2,1,1,2,9,12,4,1,4,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,3,2,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,5227.07778,6,1,1,0,4,0,0,1,2,3,4,2,1,3,1,5,2,2,1,2,2,2
5,1,2,2,14,11,42,1,6,2,2,42,1,2,42,1,6,2,2,42,1,2,3,0,0,0,2,2,2,1,2,2,2,20,1,2,4,4,1,3,5,1,6,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,4,0,1,13,1,2,2,1,1,2,7,8,4,1,4,2,2,2,1,2,2,2,2,2,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,5022.15482,6,1,1,1,4,0,0,0,2,2,4,1,1,3,1,4,2,2,2,2,2,2
1,1,2,2,?,2,33,1,1,2,2,10,4,2,38,1,1,1,2,42,4,2,6,3,1,0,2,2,2,1,2,2,2,1,2,3,4,4,1,9,5,1,10,4,2,1,1,2,2,2,2,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,2,17,1,5,1,1,1,2,7,12,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,4685.91672,?,3,1,1,4,0,0,0,2,3,2,2,1,2,1,4,2,2,2,2,2,2
1,2,2,2,14,2,42,1,1,2,2,43,1,2,42,1,1,1,2,43,1,2,3,2,0,0,2,2,2,1,2,2,2,4,2,1,4,4,2,4,5,2,7,1,2,3,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,1,3,1,1,2,2,6,8,4,2,1,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,5052.09517,6,1,1,2,4,0,0,0,1,3,7,2,1,3,1,5,1,2,2,2,2,2
1,1,2,2,4,11,44,4,4,2,2,6,1,1,44,4,4,2,2,6,1,1,3,4,0,1,2,1,2,1,2,2,2,28,2,1,4,4,1,3,5,1,8,1,1,2,0,1,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,2,14,1,4,1,1,1,2,10,12,1,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,1,2,1,2,5099.94276,2,4,2,0,4,0,0,0,1,1,1,2,2,1,1,2,3,2,2,2,2,1
1,3,2,2,8,2,35,1,6,2,2,9,1,1,37,1,6,1,2,9,1,1,4,1,0,0,2,2,2,1,2,2,2,4,1,1,4,4,1,4,5,2,9,1,1,4,0,2,2,2,2,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,2,14,1,4,1,1,2,2,9,12,2,3,2,1,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,4260.3998,3,4,1,2,4,0,0,0,2,3,2,2,1,2,1,5,2,2,2,2,2,2
1,7,2,2,14,2,45,1,1,2,2,42,4,2,52,1,1,2,2,41,1,2,4,0,0,0,2,3,2,1,2,2,2,34,2,2,4,4,2,4,5,2,8,1,1,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,14,1,4,1,1,1,2,9,12,2,1,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,4,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,7310.84504,6,4,1,1,4,0,0,0,2,3,2,2,1,3,2,4,2,2,2,2,2,2
1,1,2,2,11,11,14,5,6,2,?,9,1,2,14,5,6,2,?,9,1,2,3,0,0,0,2,2,2,1,2,2,2,29,1,1,0,0,1,11,5,2,9,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,14,1,4,2,1,1,2,9,12,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,3,1,1,3,3,1,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,2,2,2,1,2,1,1,3560.33831,5,1,1,1,4,1,0,1,2,3,1,1,1,2,1,5,3,1,1,1,2,1
1,6,2,2,13,11,43,3,3,2,2,42,1,1,43,3,3,2,2,42,1,1,2,0,0,0,2,1,2,1,2,2,2,28,2,1,4,4,1,4,5,2,11,1,1,2,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,7,2,1,2,2,9,12,4,2,4,2,2,2,2,1,2,2,2,1,1,2,1,1,?,2,?,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,5473.87639,6,4,1,1,4,0,0,0,2,3,4,1,1,3,1,5,2,1,2,2,2,2
8,1,2,2,?,2,47,1,1,2,2,43,1,1,51,1,1,1,2,42,3,1,4,0,0,0,2,2,2,1,2,2,2,4,2,1,4,4,1,3,5,1,4,7,1,2,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,12,1,2,1,1,2,2,6,8,3,2,3,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,?,2,2,2,1,2,5652.3335,?,4,1,0,4,0,0,0,1,3,3,2,1,3,1,5,3,2,2,2,2,2
1,1,2,2,14,2,37,1,1,2,2,8,4,2,45,1,1,1,2,40,1,2,3,0,0,0,2,2,2,1,2,2,2,4,2,2,4,4,2,4,5,2,11,4,2,1,2,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,1,1,1,2,9,12,4,1,4,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,?,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4141.64425,6,3,1,0,4,0,0,0,2,3,4,1,1,1,1,4,1,1,2,2,2,1
1,3,2,2,13,2,55,1,1,2,2,42,2,2,56,1,1,1,2,41,2,2,3,0,0,0,2,2,2,1,2,2,2,4,2,1,4,4,2,4,5,2,9,2,2,3,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,16,1,5,2,1,2,2,9,12,4,3,4,2,1,2,2,2,2,2,2,1,1,2,1,1,?,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,5054.48183,6,2,1,1,4,0,0,0,2,3,4,1,1,3,1,5,3,2,2,2,2,2
1,1,2,2,13,11,48,3,3,2,2,42,1,2,48,3,3,2,2,42,1,2,2,1,0,0,2,3,2,2,2,2,2,28,2,1,4,4,2,4,5,2,10,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,1,1,2,2,9,12,4,1,4,2,2,2,2,1,2,2,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,5291.40602,6,1,1,1,4,0,0,0,2,3,4,1,1,3,1,5,2,2,2,2,2,1
1,1,2,2,?,11,44,1,1,2,2,28,1,2,44,1,1,2,2,28,1,2,4,0,2,0,1,4,2,1,2,2,2,17,2,3,4,4,2,4,5,2,7,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,1,2,1,1,1,2,6,8,2,4,2,2,2,2,1,2,2,2,2,2,1,2,2,?,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,?,3,4099.18461,?,1,1,1,4,0,0,0,2,3,2,2,1,2,1,5,2,2,2,2,2,1
8,1,2,2,?,2,47,1,1,2,2,28,1,2,49,1,1,1,2,41,1,2,4,0,1,0,2,4,2,2,2,2,2,1,2,2,4,4,2,3,5,1,10,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,2,1,1,2,9,12,4,1,4,2,1,2,2,2,2,2,2,1,1,2,?,1,2,2,1,1,2,2,2,1,1,1,2,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,3,3820.53961,?,1,1,1,4,0,0,0,2,3,4,2,1,2,1,4,2,2,?,2,2,1
1,1,2,2,2,11,37,4,6,2,2,11,2,2,37,4,6,2,2,11,2,2,4,4,0,0,2,1,2,1,2,2,2,28,1,1,4,4,2,4,5,2,9,2,2,0,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,16,1,5,2,1,1,2,9,12,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,6464.58042,1,2,1,2,4,0,0,0,2,3,2,2,1,2,1,5,2,2,2,2,2,2
5,1,2,2,1,11,29,5,6,2,2,28,2,2,29,5,6,2,2,28,2,2,4,2,0,0,2,1,2,1,2,2,2,25,2,1,4,4,3,4,5,2,6,2,2,0,3,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,12,2,1,1,1,1,2,6,8,?,?,?,2,1,2,2,2,2,2,2,1,1,?,1,1,1,?,?,?,?,2,1,1,2,1,1,1,1,?,1,?,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,?,2,5553.31218,1,2,1,1,?,0,0,0,2,?,?,2,?,2,1,?,2,2,2,2,2,2
1,1,2,2,14,11,42,5,5,2,2,42,1,1,42,5,5,2,2,42,1,1,3,1,0,0,2,1,2,2,2,2,2,25,2,2,4,4,2,4,5,2,6,1,1,1,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,13,1,2,2,2,?,1,0,8,2,3,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,5,4377.86637,6,4,1,1,2,0,0,0,1,2,2,2,1,3,1,3,2,2,2,2,2,1
1,1,2,2,5,2,32,1,1,2,2,11,1,2,42,1,1,1,2,28,1,2,3,1,0,1,2,2,2,1,2,2,2,4,2,2,1,4,1,3,5,1,6,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,13,1,2,1,2,?,1,0,12,4,1,4,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4639.77529,5,1,2,1,4,0,0,0,2,3,4,2,1,2,1,4,2,2,2,2,2,2
1,1,2,2,14,2,45,1,1,2,2,28,1,2,44,1,1,1,2,42,1,2,4,1,0,0,2,3,2,1,2,2,2,4,2,1,4,4,2,3,5,1,8,1,2,2,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1,3,1,1,1,2,6,8,4,1,4,2,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,4339.55321,6,1,1,1,4,0,0,0,2,3,4,2,1,2,1,5,3,2,2,2,2,2
1,6,2,2,9,11,56,4,6,1,2,40,2,2,56,4,6,1,2,40,2,2,2,0,0,0,2,2,2,1,2,2,2,12,2,1,4,4,1,3,5,1,7,2,2,0,3,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,14,1,3,1,1,1,2,6,8,4,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,2,2,1,2,1,2,5191.12614,4,2,1,1,4,0,0,0,2,1,7,1,1,3,1,4,2,2,2,?,2,1
8,3,2,2,?,11,70,2,2,2,?,28,2,2,70,2,2,2,?,28,2,2,3,0,0,0,2,0,2,3,2,2,2,29,2,1,4,4,1,9,5,2,7,2,2,1,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,13,1,3,1,2,?,2,0,9,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,4,3,4,3,2,3,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,6344.56141,?,2,1,0,4,0,0,0,1,2,1,1,1,2,1,4,3,2,2,?,2,2
1,1,2,2,12,2,43,1,1,2,2,9,1,1,42,1,1,1,2,5,1,1,4,1,2,4,1,4,2,1,2,2,2,4,2,2,4,4,2,3,5,1,11,1,1,4,0,2,2,2,2,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,17,1,7,1,1,1,2,9,12,4,1,4,2,1,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,3,4478.84506,5,4,2,3,4,0,0,1,2,2,4,2,1,2,1,3,3,2,1,1,2,1
1,1,2,2,13,2,50,1,1,2,2,42,1,2,51,1,1,1,2,42,1,2,4,0,0,2,2,3,2,1,2,2,2,4,2,2,4,4,2,4,5,2,10,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,17,1,6,1,1,1,2,9,12,4,3,4,2,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,?,2,1,2,5857.49317,6,1,2,2,4,0,0,0,2,3,4,2,1,3,1,4,2,2,?,?,2,2
1,3,2,2,10,2,35,1,1,2,2,40,1,2,34,1,1,1,2,28,1,2,4,1,2,0,2,2,2,2,2,2,2,4,2,1,4,4,2,4,5,2,6,1,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,13,1,2,1,1,1,2,6,8,2,1,2,2,1,2,1,1,2,2,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,4401.74536,4,1,1,3,4,0,0,0,1,3,2,2,1,3,1,5,2,2,2,?,2,2
8,1,2,2,?,11,48,1,1,2,2,42,1,2,48,1,1,2,2,42,1,2,4,0,0,0,2,3,2,1,2,2,2,20,2,2,4,4,1,3,5,1,10,1,2,1,1,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,16,1,6,1,1,1,2,9,12,4,1,4,1,1,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,3506.539,?,1,1,2,4,0,0,0,2,3,4,2,1,3,1,5,2,2,2,2,2,2
1,5,2,2,10,11,34,4,4,2,2,42,2,2,34,4,4,2,2,42,2,2,3,0,0,0,2,1,2,1,2,2,2,25,2,1,4,4,2,7,5,1,10,2,2,4,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,17,1,7,2,1,1,2,9,12,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,3,6316.83657,4,2,1,1,4,0,0,0,1,3,1,1,1,3,2,4,3,2,2,2,2,2
1,1,2,2,14,11,32,1,6,2,2,40,1,2,32,1,6,2,2,40,1,2,4,1,1,0,2,3,2,1,2,2,2,20,2,2,4,4,2,4,5,2,5,1,2,1,2,2,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,1,1,1,1,2,0,12,4,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,4,5897.26298,6,1,1,2,4,0,0,0,2,3,7,2,1,3,1,5,2,2,2,2,2,1
1,1,2,2,14,2,48,1,1,2,2,42,1,2,47,1,1,1,2,42,1,2,4,0,0,0,2,2,2,1,2,2,2,1,2,2,4,4,2,4,5,2,11,1,2,0,1,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,17,1,6,1,1,1,2,9,12,4,1,4,2,2,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,4,1,1,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,4546.69295,6,1,1,3,4,0,0,1,2,3,4,2,1,3,1,5,2,1,1,1,2,1
1,1,2,2,13,2,37,1,1,2,2,28,1,2,35,1,1,1,2,40,1,2,4,2,0,1,2,3,2,1,2,2,2,4,2,2,4,4,1,3,5,1,7,1,2,2,2,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,2,13,1,2,1,1,1,2,6,8,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4074.16959,6,1,2,1,4,0,0,0,2,3,2,2,1,2,1,5,3,2,2,2,2,2
1,1,2,2,13,11,44,1,6,2,2,28,1,2,44,1,6,2,2,28,1,2,4,0,0,0,2,2,2,1,2,2,2,17,1,2,1,1,1,4,5,2,28,1,2,2,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,18,1,7,1,1,1,2,9,12,4,1,4,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,3,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,5729.38467,6,1,1,4,4,0,0,0,2,3,4,2,1,2,1,5,3,2,2,2,2,2
8,1,2,2,7,11,36,1,8,2,2,40,1,2,36,1,8,2,2,40,1,2,3,1,0,0,2,4,2,1,2,2,2,20,2,3,4,4,1,3,5,1,9,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,5,1,1,1,2,8,12,2,4,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,1,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3336.93393,3,1,1,0,4,0,0,1,2,3,2,2,1,3,1,4,2,2,1,1,2,2
1,1,2,2,13,2,44,1,1,2,2,28,1,2,45,1,1,1,2,41,1,2,7,0,3,0,2,2,2,1,2,2,2,1,2,3,4,4,2,4,5,2,6,1,2,2,0,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,13,1,3,1,1,1,2,6,8,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,3,3583.17403,6,1,1,0,4,0,0,0,2,3,7,2,1,2,1,5,1,2,2,?,2,2
1,6,1,2,10,11,37,5,5,2,2,41,2,2,37,5,5,2,2,41,2,2,2,1,0,1,2,2,2,1,2,2,2,28,2,1,4,4,4,4,5,2,8,2,2,1,3,2,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,15,2,4,1,1,2,2,9,12,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,?,1,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,2,3,3,3,2,2,2,2,2,3,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,2,1,1,2,1,4,4873.24627,4,2,2,1,4,0,0,0,2,2,2,1,1,3,2,3,2,2,?,?,2,2
8,1,2,2,?,11,34,1,1,2,2,7,1,1,34,1,1,2,2,7,1,1,4,0,2,0,2,3,2,1,2,2,2,17,2,2,4,4,1,3,5,1,8,1,1,2,0,2,2,2,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,14,1,3,1,1,1,2,6,8,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,1,4543.34995,?,4,1,0,2,0,0,0,2,3,2,2,1,1,1,5,2,2,2,2,2,2
1,1,2,2,14,11,49,1,6,2,2,43,1,2,49,1,6,2,2,43,1,2,5,0,0,0,2,4,2,1,2,2,2,20,1,3,4,4,1,3,5,1,11,1,2,4,0,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,3,17,1,2,1,1,1,2,0,12,4,1,4,1,1,2,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3279.74674,6,1,1,2,4,0,0,0,2,3,4,2,1,3,2,4,2,2,2,2,2,2
1,1,2,2,8,2,42,1,1,2,2,28,1,2,47,1,1,1,2,28,1,2,4,0,0,0,2,4,2,1,2,2,2,4,2,3,4,4,1,4,5,2,10,1,2,3,0,2,2,2,2,2,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,2,17,1,6,1,1,1,2,6,12,2,3,2,2,1,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,3066.49695,3,1,1,4,4,0,0,0,2,2,2,2,1,2,1,4,1,2,2,2,2,2
8,7,2,2,8,11,50,3,8,2,2,42,1,2,50,3,8,2,2,42,1,2,2,0,0,0,2,4,2,1,2,2,2,28,2,3,4,4,1,3,5,1,10,1,2,0,3,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,1,5,1,1,1,2,20,20,4,1,4,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,?,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,1,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,1,2,2,1,2,4013.52809,3,1,1,1,4,0,0,0,2,2,4,1,1,3,2,3,1,1,1,?,2,1
